Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
22840,5191.0,36.1,70395.0,40026.0,140.0,2.6969755345790793
22842,5330.0,42.0,44769.0,22533.0,793.0,14.878048780487806
22845,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
22853,4572.0,44.1,43598.0,21226.0,769.0,16.819772528433944
22902,21276.0,35.5,51824.0,33254.0,3547.0,16.671366798270352
22911,17490.0,39.6,76385.0,38730.0,779.0,4.453973699256718
22923,4094.0,39.8,70871.0,32673.0,374.0,9.135319980459208
22947,4005.0,53.0,86513.0,56430.0,202.0,5.043695380774032
22959,1311.0,52.5,55822.0,61922.0,196.0,14.950419527078566
22980,31706.0,41.9,47970.0,24183.0,5190.0,16.369141487415632
22039,18676.0,46.8,196637.0,74250.0,303.0,1.6224030841721997
22060,9757.0,26.9,78506.0,28960.0,298.0,3.054217484882648
22124,18249.0,41.6,156912.0,71575.0,375.0,2.0549071181982574
22134,9072.0,22.6,58461.0,22398.0,247.0,2.722663139329806
22304,46148.0,34.8,76061.0,46903.0,3282.0,7.111900840773164
22310,28712.0,40.1,108482.0,50492.0,1252.0,4.360546113123433
22315,27231.0,36.2,128008.0,55764.0,657.0,2.41269141786934
22432,424.0,31.9,44038.0,17186.0,25.0,5.89622641509434
22480,945.0,75.8,55950.0,40180.0,31.0,3.2804232804232805
22520,5541.0,45.1,59148.0,27954.0,693.0,12.506767731456415
22576,1674.0,54.1,43808.0,26420.0,268.0,16.009557945041816
22602,28282.0,38.0,72388.0,30845.0,1627.0,5.7527756170002124
24502,44647.0,28.2,44340.0,20517.0,8212.0,18.393173113535063
24558,6721.0,42.1,41639.0,22612.0,982.0,14.610920993899716
24562,328.0,49.7,51932.0,29012.0,0.0,0.0
24572,15878.0,42.2,44468.0,22976.0,1565.0,9.856405088802116
24580,626.0,36.7,52143.0,15150.0,79.0,12.619808306709265
24581,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,
24651,6026.0,47.4,33160.0,26725.0,910.0,15.101228011948225
24095,4148.0,45.2,52000.0,27011.0,422.0,10.17357762777242
24439,1396.0,50.4,23056.0,14716.0,378.0,27.077363896848137
24538,4729.0,46.9,55569.0,27329.0,661.0,13.97758511313174
24540,31276.0,43.8,36513.0,20249.0,6703.0,21.431768768384703
24541,28901.0,41.8,32931.0,21264.0,7124.0,24.649666101518978
24554,3637.0,38.3,43426.0,20138.0,538.0,14.792411328017597
24574,3866.0,44.0,47955.0,23250.0,538.0,13.916192446973616
24588,8792.0,45.6,45944.0,24255.0,1123.0,12.772975432211101
24593,2047.0,31.8,65242.0,24114.0,471.0,23.009281875915974
24594,1389.0,48.3,35305.0,19986.0,273.0,19.65442764578834
24620,3439.0,32.4,16678.0,10827.0,1981.0,57.60395463797616
24630,7466.0,38.2,33707.0,19346.0,1557.0,20.85454058398071
24464,263.0,51.3,46438.0,23650.0,14.0,5.32319391634981
24477,9933.0,43.4,53440.0,24613.0,779.0,7.842545051847377
24479,1234.0,42.5,51449.0,26193.0,67.0,5.429497568881685
24482,4230.0,44.5,44784.0,22368.0,802.0,18.95981087470449
24487,321.0,43.3,43036.0,16551.0,34.0,10.59190031152648
24016,8847.0,35.8,24044.0,17172.0,3218.0,36.37391206058551
24017,23651.0,36.0,34030.0,17238.0,6393.0,27.03056953194368
24060,53541.0,22.6,39477.0,21795.0,15780.0,29.472740516613438
24078,7832.0,38.9,37741.0,22759.0,1086.0,13.866189989785495
24104,3727.0,53.1,58555.0,29660.0,502.0,13.46927823987121
24136,3588.0,42.9,47435.0,22885.0,312.0,8.695652173913043
24149,3493.0,36.7,70097.0,27545.0,345.0,9.876896650443745
24153,36526.0,42.2,52924.0,28314.0,3201.0,8.763620434758803
24184,4505.0,50.1,49688.0,24284.0,515.0,11.431742508324085
24201,16755.0,41.9,31977.0,18873.0,3602.0,21.49806028051328
24220,615.0,39.9,46923.0,22993.0,54.0,8.78048780487805
24271,2559.0,43.8,36815.0,20736.0,503.0,19.656115670183667
24282,587.0,50.1,24716.0,14288.0,177.0,30.153321976149915
24315,3926.0,42.1,37054.0,14930.0,618.0,15.741212429954151
24281,2691.0,37.6,22902.0,15557.0,998.0,37.08658491267187
24322,216.0,59.2,17470.0,19838.0,10.0,4.62962962962963
24340,5431.0,40.5,38735.0,21257.0,865.0,15.92708525133493
24350,898.0,44.3,26786.0,15609.0,274.0,30.51224944320713
24351,630.0,45.3,24757.0,18176.0,84.0,13.333333333333334
24360,6497.0,42.4,47132.0,26520.0,701.0,10.789595197783592
24440,2762.0,44.8,45861.0,19977.0,366.0,13.25126719768284
24293,10352.0,36.3,45880.0,23720.0,1539.0,14.866692426584235
24333,17947.0,45.3,31489.0,20636.0,3551.0,19.786036663509222
24504,10818.0,35.0,28300.0,16162.0,2759.0,25.503789979663523
24517,5535.0,45.5,36422.0,23816.0,1092.0,19.7289972899729
24522,9625.0,45.1,49466.0,23985.0,1531.0,15.906493506493506
24529,1320.0,49.2,34866.0,21473.0,205.0,15.530303030303031
24549,4682.0,39.3,42473.0,20969.0,706.0,15.079026057240496
24553,2490.0,35.2,41285.0,20101.0,454.0,18.23293172690763
